headerdatestamp|headeridentifier|headersetSpec|metadata.oai_dc:dc.dc:contributor.0|metadata.oai_dc:dc.dc:contributor.1|metadata.oai_dc:dc.dc:creator.0|metadata.oai_dc:dc.dc:creator.1|metadata.oai_dc:dc.dc:creator.2|metadata.oai_dc:dc.dc:creator.3|metadata.oai_dc:dc.dc:description.0|metadata.oai_dc:dc.dc:description.1|metadata.oai_dc:dc.dc:subject.0|metadata.oai_dc:dc.dc:subject.1|metadata.oai_dc:dc.dc:subject.2|metadata.oai_dc:dc.dc:subject.3|metadata.oai_dc:dc.dc:subject.4|metadata.oai_dc:dc.dc:subject.5|metadata.oai_dc:dc.dc:subject.6|metadata.oai_dc:dc.dc:subject.7|metadata.oai_dc:dc.dc:title.0|metadata.oai_dc:dc.dc:title.1|metadata.oai_dc:dc@xmlns:dc|metadata.oai_dc:dc@xmlns:oai_dc|metadata.oai_dc:dc@xmlns:xsi|metadata.oai_dc:dc@xsi:schemaLocation|metadata.oai_dc:dcdc:contributor|metadata.oai_dc:dcdc:creator|metadata.oai_dc:dcdc:date|metadata.oai_dc:dcdc:description|metadata.oai_dc:dcdc:format|metadata.oai_dc:dcdc:identifier|metadata.oai_dc:dcdc:language|metadata.oai_dc:dcdc:publisher|metadata.oai_dc:dcdc:rights|metadata.oai_dc:dcdc:subject|metadata.oai_dc:dcdc:title|metadata.oai_dc:dcdc:type
2009-03-06T21:35:03Z|SL106|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl106|This a letter from Jane Bell to her sister Margaret dated April 9, 1840. Jane writes that she misses everyone and that she wishes that one of her family could visit her. She writes a lot about death and that this world does not leave enough time to prepare one's self and one's soul for the inevitable. She shares in her sister's grief over the loss of their parents and hopes that they will be the better for it. She also worries over her own husband's ill health.|Tennessee|Pennsylvania|Life change events|Letters|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Bell, Jane|1840-04-09|    |Text/html|http://idserver.utk.edu/?id=200300000000503|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1840 April 9, Cornplanter, [PA] [to] Margaret W. Bell, near Charlotte, Tenn[essee] / Jane Bell : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL107|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl107|This is a letter from Jane Bell to her brother William dated August 17, probably 1840. Jane offers the good news that, contrary to previous worries, she is still alive and well. She also writes that millwrights have been in town and that they will be leaving soon. She regrets that she has not seen all their work as apparently it is as entertaining as a stage show. She writes that she is expecting visits from many family members and that it would be nice if someone from TN came also. She wants William to write her weekly.|Tennessee|Pennsylvania|Millwrights|Letters|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Bell, Jane|1840-08-17|    |Text/html|http://idserver.utk.edu/?id=200300000000504|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] August 17, Cornplanter, [PA] [to] Mr. William B. Bell, near Charlotte, Tenne[ssee] / J[ane] Bell : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL109|tdh|Tennessee State Library and Archives (Nashville, Tenn.)|University of Tennessee Special Collections Library, Knoxville|    |    |    |    |"The following document is a letter dated September 18, 1837, from Caroline D. Bell in Clover Dale, TN, to her sister Ann Jane Bell in Philadelphia. In the letter, Caroline describes a church camp meeting she had recently attended , in which 60 people had ""professed religion."" Caroline further explains the nascent religious revivalism that had swept over the area and discusses more church revival meetings that were being planned."|Document ID: sl109|Tennessee|Religious awakening|Religious gatherings|Letters|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Bell, Caroline D.|1837-09-18|    |Text/html|http://idserver.utk.edu/?id=200300000000505|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1837 Sept. 18, Clover Dale, TN [to] Miss Ann Jane Bell, Philadelphia / C[aroline] D. Bell : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL110|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl110|This is a letter from Caroline Bell in Cloverdale, TN, to her sister Ann Jane Bell, in Cornplanter, PA, dated August 1, 1838. Caroline writes about the latest happenings in their Presbyterian church in Charlotte. She says that she took her first communion, and she comments on the preaching styles of the ministers. She writes that the weather has been too dry for the farms and that there are no peaches. She also writes that their mother will be expecting Jane to visit in about two weeks.|Tennessee|Crop losses|Religious awakening|Religious gatherings|Letters|    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Bell, Caroline D.|1838-08-01|    |Text/html|http://idserver.utk.edu/?id=200300000000506|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1838 August 1st, Clover Dale, [TN] [to] Ann Jane Bell, Cornplanter, Penn[sylvania] / C[aroline] D. Bell : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL111|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl111|The following document is a letter dated May 24, 1821, from Dr. John Bell to his sister Anne Jane Bell in Tennessee. John writes the letter to inform his family that he will soon be embarking on a journey to Nashville to visit them. He also discusses the other places and people he has visited and plans to visit.|Tennessee|Travel|Letters|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Bell, John|1821-05-24|    |Text/html|http://idserver.utk.edu/?id=200300000000507|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1821 May 24, Wheeling, Virginia [to] Miss Anne Jane Bell, near Nashville, Tenn[ess]ee / John Bell : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL112|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl112|The following document is a letter dated April 11, 1826, written from Dr. John Bell in Philadelphia to his sister Ann Jane Bell in Dickson County, TN. Dr. Bell writes in answer to several questions Ann Jane had previously asked in regards to vaccination. He also describes a treatment for skin eruptions and eases his sister's mind about their brother William's recent weakness of memory. Dr. Bell concludes the letter by criticizing his sister's writing style.|Tennessee|Vaccination|Letters|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Bell, John|1826-04-11|    |Text/html|http://idserver.utk.edu/?id=200300000000508|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1826 Apr. 11, Philadelphia, [to] Miss Ann J[ane] Bell, near Charlotte, Dickson Co[unt]y, Tennessee / John Bell : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL113|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl113|This is a letter from Dr. John Bell to his sister Ann Jane Bell dated Sept. 2, 1826. John gives Ann advice about exercising and taking care of her health. He tells her that he thinks it is a good idea for her to work for a Mrs. Scott as an assistant. He is sending her some money and plans to send her more.|Tennessee|Students -- employment|Letters|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Bell, John, Dr.|1826-09-02|    |Text/html|http://idserver.utk.edu/?id=200300000000509|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1826, Sept. 2nd, Philadelphia [to] Miss Ann Jane Bell, Nashville, TN / [Dr.] John Bell : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL114|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl114|"This a letter from Dr. John Bell to his sister Jane Bell dated February 21, 1827. John congratulates Jane on her new profession, and he informs her that he has taken on new student . He writes about a widow whom he befriended and who has sent a book for Jane. He also writes of a woman named Mrs. Griffith in New Jersey who has named her farm ""Charles Hope"" in honor of Sir Walter Scott. The woman is apparently a great agriculturalist, as well as a writer. Finally, he writes of a lady friend in France whose brother recently passed away."|Tennessee|Women -- employment|Letters|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Bell, John, Dr.|1827-02-21|    |Text/html|http://idserver.utk.edu/?id=200300000000510|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1827, Feb.21, Philadelphia [to] Miss Ann J[ane] Bell, Charlotte, Tennessee / Dr. John Bell : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL115|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl115|This is a letter from Margaret Bell to her sister Ann Jane Bell dated January 1, 1838. Margaret and their mother are glad that Jane is happy in her new home, and they hope that the fresh country air will speed her recovery in a way that the city could not. She writes there are a great many weddings going on in Clover Dale. One of the grooms is the teacher at the new boy's school. There is also now a girl's school. They celebrated Christmas differently, with prayer meetings instead of parties. She writes about who has received religion and how they have changed as a result. She also reports the death of a Mrs. Gould in her post script.|Tennessee|Religious gatherings|Letters|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Bell, Margaret|1838-01-01|    |Text/html|http://idserver.utk.edu/?id=200300000000511|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1838 Jan 1, Clover Dale, Ten[nessee] [to] Mrs. Ann Jane Bell, Oil Creek, Venango Co., PA / Margaret Bell : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL116|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl116|This is a letter from Margaret V. Bell to her sister Ann Jane Bell dated March 28, 1838. Margaret writes that many of the weddings mentioned in her last letter did not happen. Mr. Lee has stopped preaching because people have stopped going to hear him. Apparently he did something the community did not approve of. He is still running the school, now with his new wife, Elizabeth Roberts. Margaret thanks Jane for the gifts she sent, especially some monogram thimbles and shields. The family's candidate for circuit court clerk, John C. Collier won the election. The family has been reading Young's Night Thoughts and greatly enjoying it. She writes of improvements to the farm and domestic chores. The family is well except their father who is weak and feeble. She also mentions a girl named Elennora as the belle of Nashville.|Tennessee|Religious thought -- 19th century|Letters|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Bell, Margaret V.|1838-03-28|    |Text/html|http://idserver.utk.edu/?id=200300000000512|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1838 March 28, Clover Dale, TN [to] Mrs. Ann Jane Bell, Cornplanter, Venango Co., PA / Margaret V. Bell : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL117|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl117|This is a letter from Margaret V. Bell to her sister Ann Jane Bell dated May 12, 1839. Margaret writes that their father is feeling much better and can walk around some. She writes of the farm and crops and flower gardening. Mr. Collier brought the family a large assortment of gifts. She writes that Jane's friend Allen has been elected second colonel.|Tennessee|Tennessee -- Politics and government -- To 1865|Letters|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Bell, Margaret V.|1838-05-12|    |Text/html|http://idserver.utk.edu/?id=200300000000513|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1839 May 12, Clover Dale, [TN] [to] Mrs. Ann Jane Bell, Cornplanter, Venango Co., PA / Margaret V. Bell : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL118|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl118|The following document is a letter written by Margaret Bell in Clover Dale, TN to her sister Anne Jane Bell in Cornplanter, PA. Margaret began the letter on November 3, 1839, and she last wrote in it on November 15. The letter primarily relates the events happening in Cloverdale and the friends and family that have been visiting.|Communication in the family|Tennessee|Letters|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Bell, Margaret|1839-11-03|    |Text/html|http://idserver.utk.edu/?id=200300000000514|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1839 Nov. 3, Clover Dale, [TN] [to] Mrs. A[nne] Jane Bell, Cornplanter, PA / M[argaret] V. Bell : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL119|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl119|This is a letter from Margaret Bell to her sister Jane Bell dated March 9, 1840. Margaret writes about her grief over the death of their father, followed unexpectedly by the death of their mother. She includes notices of other people who have either died or are sick. She also mentions how favorable the weather has been for the crops and peaches. Their brother is giving a speech on temperance that Margaret wishes Jane could attend. She writes that it will be almost impossible for her to visit Jane , and that it is her wish for Jane and their brother Sam to come to Clover Dale for a visit.|Temperance and religion|Bereavement|Tennessee|Letters|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Bell, Margaret V.|1840-03-09|    |Text/html|http://idserver.utk.edu/?id=200300000000515|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1840 March 9, Clover Dale, [TN] [to] Ann Jane Bell, Cornplanter, PA / M[argaret] V. Bell : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL120|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl120|These are two letters written together to Ann Jane Bell dated April 17, 1837. They are from her sisters, Sarah B. Bell and Margaret V. Bell. Sarah has had a cold this week. She writes of where some people are going to school. James Gould has bought them some gifts that he has been unable to send them. She mentions how well liked a preacher named Mr. Pope is. She also says that the weather has been good for the fruit trees. Margaret writes of the muster they recently hosted. Their mother wanted to listen to a Mr. Allen's speech. Apparently the ladies were not allowed to actually attend it. They sat on the porch and had Mr. Allen speak very loudly. She also summarizes the happenings in the neighbors.|Tennessee|Communication in the family|Letters|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Bell, Margaret, V.|1837-04-17|    |Text/html|http://idserver.utk.edu/?id=200300000000516|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1837, April 17th, Clover Dale, TN [to] Miss Ann Jane Bell, Philadelphia, [PA] / Sarah B. Bell and M[argaret] V. Bell : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL121|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl121|This is a letter from Sarah Bell to her sister Ann Jane Bell dated June 27, 1837. She complains that her family would not let her write to Jane because they were worried Jane would not want to pay the postage. She writes that the family has been concerned for her and that their mother wants to know what kind of medicine she is taking. Sarah updates Jane on the news from the neighborhood, sicknesses, marriages, etc. The sisters are trying to decide between a barbecue or a speech on temperance as their July 4th activities. Margaret has greatly enjoyed the book The Three Eras of a Woman's Life. They did not like Mrs. Cary's book because she thinks that all women should be punished for what Eve may have done, and the sisters do not agree. Sarah wants to be sure that Jane will send her a copy of her piece on Presentiment and her anecdote.|Temperance and religious|Religious thought -- 19th century|Tennessee|Letters|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Bell, Sarah|1837-06-27|    |Text/html|http://idserver.utk.edu/?id=200300000000517|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1837, June 27, Clover Dale, TN [to] Miss Ann Jane Bell, Philadelphia, [PA] / Sarah Bell : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL122|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl122|This is a letter from Sarah Bell to her sister Mrs. Ann Jane Bell, dated Dec. 1, 1837. Sarah describes the reactions of family and friends to the news of Anne Jane's recent and unexpected marriage. She also writes that the Cumberland Presbyterians have formed a church in Charlotte, and she comments on who has converted or professed religion. She thanks Jane for the many presents the family has just received from her. Sarah further writes a bit about the farm and the neighbors.|Tennessee|Religious facilities|Marriage|Letters|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Bell, Sarah B.|1837-12-01|    |Text/html|http://idserver.utk.edu/?id=200300000000518|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1837, Dec 1, Clover Dale, TN [to] Mrs. Ann Jane Bell, Oil Creek, Venango Co., PA / Sarah B. Bell : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL123|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl123|This is a letter from Sarah Bell to her sister Ann Jane Bell dated Nov. 17, 1838. Sarah writes of her recent illness, and the death of woman from consumption. She hopes that Jane is better from her illness. She regrets not being able to visit Jane and nurse her back to health every time she is sick. Sarah writes of the repairs and improvements that are being done to the house in preparation for winter. She writes of what they have been producing on the farm. She mentions the efforts to build a church in Charlotte and of a recent camp meeting. Her favorite preacher, Mr. Marshal will be the permanent preacher now, and this pleases her very much. She includes some briefs about the neighbors, and inquiries from their parents.|Tennessee|Religious facilities|Religious gatherings|Letters|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Bell, Sarah|1838-11-17|    |Text/html|http://idserver.utk.edu/?id=200300000000519|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1838 Nov 17, Clover Dale, TN [to] Mrs. Ann Jane Bell, Cornplanter, PA / Sarah Bell : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL124|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl124|This is a letter from Sarah Bell to her sister Ann Jane Bell, dated August 7, 1839. Jane's infant has died and Sarah offers her condolences. She explains that though she wants to visit Jane, she cannot due to their father's illness. She mentions a local election, the books the family has been reading, and the state of their horses. She writes about the illness of their brother William, and other illnesses and deaths in the community.|Tennessee|Bereavement|Comfort letters|Letters|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Bell, Sarah B.|1839-08-07|    |Text/html|http://idserver.utk.edu/?id=200300000000520|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1839 Aug. 7, Clover Dale, TN [to] Mrs. Ann Jane Bell, Cornplanter, PA / Sarah B. Bell : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL125|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl125|This document is a letter dated September 12, 1847, from Sally Bell to her sister Ann Jane Bell in Dickson County, TN. Sally discusses their financial situation and expresses thanks for the money both Ann Jane and their brother William has sent to her. She also reports that another William Bell had intended to become the clerk on a ship. Finally, she writes that a crowd of people had cheered on a company of Volunteers in town that day.|Finance, Personal|Tennessee|Letters|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Bell, Sally|1847-09-12|    |Text/html|http://idserver.utk.edu/?id=200300000000521|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1847 Sep. 12, Clover Dale, [TN] [to] Mrs. Ann Jane Bell, Charlotte, Dickson Co[unty], Tenn[essee] / Sally [Bell] : a machine readable transcription of an image|Text
